baseMean,log2FoldChange,lfcSE,pvalue,padj
CUX2,1.71630099441543,2.69103386685885,0.946392182554257,7.43840831503228e-05,0.000174929944804177
CXCL6,47.6417267819338,3.67765633116702,0.420475288993909,1.63750539412177e-20,1.61940371884662e-19
CXCL8,10940.1878979514,4.15770436454523,0.474352239476914,9.28283137226885e-21,9.3823286957839e-20
CXCR4,5074.04013906748,3.53865756685703,0.432479469600361,2.3610168186314e-18,1.98687594795102e-17
CYB561,4.68374621970629,2.02121209873304,0.498900457749176,2.87573653995396e-06,8.0693620620069e-06
CYB5D1,96.6132866103351,3.12090797194089,0.234585311943498,3.29257911776238e-42,1.4997139088607e-40
CYP1A1,7.8492573599998,4.6639584902778,1.31694799071009,1.12621294850746e-06,3.29202159629904e-06
CYP1B1,65.4586785772186,6.63789795433578,1.24895912902693,5.82258086475107e-10,2.39281326703374e-09
CYP26A1,1.6802968188584,2.32078140283913,0.590576589165039,2.7413380088109e-06,7.70587198899552e-06
CYP27B1,4.36288239819155,2.26317329056299,0.372140332398515,4.26237886958931e-11,1.94448743148498e-10
CYRIA,1982.37795278928,2.03752758995933,0.235741793715515,2.91920584859322e-19,2.62773715318415e-18
CYTH4,1107.76355123441,2.18255657002418,0.236799067653072,1.24556797053382e-21,1.3437806583774e-20
DACH1,37.8192237282925,3.13240089812974,0.366017554864459,1.53803107091407e-19,1.41887636341068e-18
DACT3,1.23589230120236,2.16480886935329,0.971085243827599,0.00100211964450826,0.00199931120750761
DAGLA,101.805057896161,4.16785685210857,0.387279712704231,2.60635787587244e-29,5.05760991597271e-28
DAGLB,9412.62413943755,3.80015408807212,0.283513975594119,3.96797472041858e-43,1.92817044561844e-41
DBH,41.6622579724638,2.62754922284305,0.291532523833682,4.55858883139047e-21,4.70003440683255e-20
DBN1,878.947918136099,2.27800201764058,0.208641246296099,3.30124936720646e-29,6.35654472526675e-28
DCHS2,1.46827010988651,2.61282346235268,0.904028730692876,7.29536032454042e-05,0.000171867063958957
DCLK3,7.11069642634382,2.09335531808737,0.438730173527575,8.93474337692136e-08,2.94365624571092e-07
DCSTAMP,60.8427445121052,2.00061627499287,0.46558319587288,1.01886608555313e-06,2.98925645181203e-06
DDC,30.833591492932,2.36526559482041,0.391010606655483,4.43727247539209e-11,2.0205747411437e-10
DDIT3,566.357632455736,2.74505828955791,0.316679464360616,8.77409820348699e-20,8.23368171919476e-19
